std_id,std_label,category,year,response_label,value,unit,base_n,multi_response,question_summary,section,subsection,prev_year_note,source,page_start,page_end,extraction_confidence,warning,figures
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,기후변화,67.6,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,재활용 폐기물,44.1,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,해양오염,43.2,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,환경 호르몬,37.2,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,방사능 오염,36.4,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,"수질, 수량",33.1,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,탈플라스틱,32.1,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,신재생에너지,31.1,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,친환경 제품,30.5,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,토양 오염,25.9,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,생태 보호,23.9,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,유해 물질,20.5,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,자원 고갈,19.8,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경분야_관심항목,환경 분야 관심 항목,환경 인식,2023,기타,28.6,%,1000,True,환경 분야에서 관심 있는 항목을 모두 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,3) 환경 분야 중 관심 항목,,2023년 인지도조사 결과보고서.pdf,24,25,high,,<그림 3-2> 환경 분야 중 관심 항목 / <표 3-3> 환경 분야 중 관심 항목(복수응답) / <표 3-4> 환경 분야 중 관심 항목(복수응답)(계속)
환경문제_민감도,환경문제 민감도,환경 인식,2023,민감하지 않음(1+2),23.0,%,1000,False,평소 생활에서 환경문제에 얼마나 민감한지 묻는 문항,1. 환경 및 친환경제품에 대한 인식,4) 환경문제 민감도,‘22년 대비 ‘민감함’ 응답 비율이 1.0%p 하락함,2023년 인지도조사 결과보고서.pdf,26,26,high,,<그림 3-3> 환경문제 민감도 / <표 3-5> 환경문제 민감도
환경문제_민감도,환경문제 민감도,환경 인식,2023,민감함(3+4),77.0,%,1000,False,평소 생활에서 환경문제에 얼마나 민감한지 묻는 문항,1. 환경 및 친환경제품에 대한 인식,4) 환경문제 민감도,‘22년 대비 ‘민감함’ 응답 비율이 1.0%p 하락함,2023년 인지도조사 결과보고서.pdf,26,26,high,,<그림 3-3> 환경문제 민감도 / <표 3-5> 환경문제 민감도
친환경_의미연상,친환경의 의미 연상,환경 인식,2023,지구 환경오염 감소,72.1,%,1000,True,‘친환경’이라는 단어에서 연상되는 의미를 3순위까지 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,5) 친환경 의미,,2023년 인지도조사 결과보고서.pdf,27,28,high,,<그림 3-5> 친환경 의미 / <표 3-6> 친환경 의미(1순위 응답) / <표 3-7> 친환경 의미(1+2+3순위 복수응답)
친환경_의미연상,친환경의 의미 연상,환경 인식,2023,자원순환성 향상,56.1,%,1000,True,‘친환경’이라는 단어에서 연상되는 의미를 3순위까지 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,5) 친환경 의미,,2023년 인지도조사 결과보고서.pdf,27,28,high,,<그림 3-5> 친환경 의미 / <표 3-6> 친환경 의미(1순위 응답) / <표 3-7> 친환경 의미(1+2+3순위 복수응답)
친환경_의미연상,친환경의 의미 연상,환경 인식,2023,에너지 절약,56.0,%,1000,True,‘친환경’이라는 단어에서 연상되는 의미를 3순위까지 선택하는 문항이다.,1. 환경 및 친환경제품에 대한 인식,5) 친환경 의미,,2023년 인지도조사 결과보고서.pdf,27,28,high,,<그림 3-5> 친환경 의미 / <표 3-6> 친환경 의미(1순위 응답) / <표 3-7> 친환경 의미(1+2+3순위 복수응답)
환경표지_연상이미지,환경표지(마크)로 연상되는 이미지,환경 인식,2023,친환경(환경부) 마크,87.2,%,1000,False,환경표지(마크)라고 생각되는 이미지를 고르는 문항,1. 환경 및 친환경제품에 대한 인식,6) 환경표지(마크)라고 생각되는 이미지,"’22년 대비 ‘친환경(환경부)’를 환경표지(마크)로 꼽은 비율이 소폭 하락했고, 그 외 마크 인지도는 전체적으로 소폭 상승함.",2023년 인지도조사 결과보고서.pdf,28,29,high,,<그림 3-6> 환경표지(마크)라고 생각되는 이미지 / <표 3-8> 환경표지(마크)라고 생각되는 이미지
환경성적표지_정의인지,환경성적표지 인증제도 정의 인식,환경 인식,2023,친환경적인 제조 공정을 인증하는 제도,35.1,%,1000,False,환경표지가 어떤 인증 제도라고 생각하는지 묻는 문항,1. 환경 및 친환경제품에 대한 인식,7) 환경성적표지 인증제도의 정의,’22년 조사에서는 ‘환경에 얼마나 영향을 주는지 측정하여 우수성을 표시하는 제도’가 43.9%로 가장 많이 꼽힘,2023년 인지도조사 결과보고서.pdf,29,30,high,,<그림 3-11> 환경성적표지 인증제도의 정의 / <표 3-9> 환경성적표지 인증제도의 정의
환경성적표지_정의인지,환경성적표지 인증제도 정의 인식,환경 인식,2023,환경에 얼마나 영향을 주는지 측정하여 우수성을 표시하는 제도,30.8,%,1000,False,환경표지가 어떤 인증 제도라고 생각하는지 묻는 문항,1. 환경 및 친환경제품에 대한 인식,7) 환경성적표지 인증제도의 정의,’22년 조사에서는 ‘환경에 얼마나 영향을 주는지 측정하여 우수성을 표시하는 제도’가 43.9%로 가장 많이 꼽힘,2023년 인지도조사 결과보고서.pdf,29,30,high,,<그림 3-11> 환경성적표지 인증제도의 정의 / <표 3-9> 환경성적표지 인증제도의 정의
환경성적표지_정의인지,환경성적표지 인증제도 정의 인식,환경 인식,2023,제품 및 서비스의 전 과정에 대한 환경영향을 계량적으로 표시하는 제도,19.9,%,1000,False,환경표지가 어떤 인증 제도라고 생각하는지 묻는 문항,1. 환경 및 친환경제품에 대한 인식,7) 환경성적표지 인증제도의 정의,’22년 조사에서는 ‘환경에 얼마나 영향을 주는지 측정하여 우수성을 표시하는 제도’가 43.9%로 가장 많이 꼽힘,2023년 인지도조사 결과보고서.pdf,29,30,high,,<그림 3-11> 환경성적표지 인증제도의 정의 / <표 3-9> 환경성적표지 인증제도의 정의
환경성적표지_정의인지,환경성적표지 인증제도 정의 인식,환경 인식,2023,같은 용도의 다른 제품에 비하여 환경성을 개선한 제품에 인증을 부여하는 제도,14.2,%,1000,False,환경표지가 어떤 인증 제도라고 생각하는지 묻는 문항,1. 환경 및 친환경제품에 대한 인식,7) 환경성적표지 인증제도의 정의,’22년 조사에서는 ‘환경에 얼마나 영향을 주는지 측정하여 우수성을 표시하는 제도’가 43.9%로 가장 많이 꼽힘,2023년 인지도조사 결과보고서.pdf,29,30,high,,<그림 3-11> 환경성적표지 인증제도의 정의 / <표 3-9> 환경성적표지 인증제도의 정의
저탄소제품_정의인지,저탄소제품 인증제도 정의 인식,환경 인식,2023,제품을 사용할 때 발생한 CO2 총량을 줄인 제품을 인증하는 제도,62.0,%,1000,False,저탄소제품 인증제도가 어떤 인증 제도인지에 대한 인식을 묻는 문항,1. 환경 및 친환경제품에 대한 인식,8) 저탄소제품 인증제도의 정의,,2023년 인지도조사 결과보고서.pdf,30,31,high,,<그림 3-12> 저탄소제품 인증제도의 정의 / <표 3-10> 저탄소제품 인증제도의 정의
저탄소제품_정의인지,저탄소제품 인증제도 정의 인식,환경 인식,2023,제조 공정에서 발생한 탄소 배출량을 측정하여 보여주는 제도,26.5,%,1000,False,저탄소제품 인증제도가 어떤 인증 제도인지에 대한 인식을 묻는 문항,1. 환경 및 친환경제품에 대한 인식,8) 저탄소제품 인증제도의 정의,,2023년 인지도조사 결과보고서.pdf,30,31,high,,<그림 3-12> 저탄소제품 인증제도의 정의 / <표 3-10> 저탄소제품 인증제도의 정의
저탄소제품_정의인지,저탄소제품 인증제도 정의 인식,환경 인식,2023,기업이 환경에 기여한 공헌도를 측정하여 성적을 표시하는 제도,6.3,%,1000,False,저탄소제품 인증제도가 어떤 인증 제도인지에 대한 인식을 묻는 문항,1. 환경 및 친환경제품에 대한 인식,8) 저탄소제품 인증제도의 정의,,2023년 인지도조사 결과보고서.pdf,30,31,high,,<그림 3-12> 저탄소제품 인증제도의 정의 / <표 3-10> 저탄소제품 인증제도의 정의
저탄소제품_정의인지,저탄소제품 인증제도 정의 인식,환경 인식,2023,재활용된 제품 중 환경성이 인증된 제품에 인증을 부여하는 제도,5.2,%,1000,False,저탄소제품 인증제도가 어떤 인증 제도인지에 대한 인식을 묻는 문항,1. 환경 및 친환경제품에 대한 인식,8) 저탄소제품 인증제도의 정의,,2023년 인지도조사 결과보고서.pdf,30,31,high,,<그림 3-12> 저탄소제품 인증제도의 정의 / <표 3-10> 저탄소제품 인증제도의 정의
그린카드_정의인지,그린카드 정의 인식,환경 인식,2023,"친환경 제품 구매, 대중교통 이용, 에너지 절약 등 친환경 소비활동 시 포인트가 적립되는 카드",40.3,%,1000,False,그린카드의 정의를 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,9) 그린카드의 정의,"’22년 조사에서는 ‘친환경 제품 구매, 대중교통 이용, 에너지 절약 등 친환경 소비활동 시 포인트가 적립되는 카드’가 49.5%로 가장 많이 꼽혔다.",2023년 인지도조사 결과보고서.pdf,31,32,high,,<그림 3-13> 그린카드의 정의 / <표 3-11> 그린카드의 정의
그린카드_정의인지,그린카드 정의 인식,환경 인식,2023,ESG경영을 선도하는 친환경 기업들이 공동투자하여 제작한 카드,22.1,%,1000,False,그린카드의 정의를 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,9) 그린카드의 정의,"’22년 조사에서는 ‘친환경 제품 구매, 대중교통 이용, 에너지 절약 등 친환경 소비활동 시 포인트가 적립되는 카드’가 49.5%로 가장 많이 꼽혔다.",2023년 인지도조사 결과보고서.pdf,31,32,high,,<그림 3-13> 그린카드의 정의 / <표 3-11> 그린카드의 정의
그린카드_정의인지,그린카드 정의 인식,환경 인식,2023,"나무심기, 쓰레기 줍기 등 환경보호 활동 인증 시 마일리지가 적립되는 카드",21.5,%,1000,False,그린카드의 정의를 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,9) 그린카드의 정의,"’22년 조사에서는 ‘친환경 제품 구매, 대중교통 이용, 에너지 절약 등 친환경 소비활동 시 포인트가 적립되는 카드’가 49.5%로 가장 많이 꼽혔다.",2023년 인지도조사 결과보고서.pdf,31,32,high,,<그림 3-13> 그린카드의 정의 / <표 3-11> 그린카드의 정의
그린카드_정의인지,그린카드 정의 인식,환경 인식,2023,카드 이용 시 수익금이 자동으로 일정비율 환경보호 활동 및 공헌에 기부되는 카드,16.1,%,1000,False,그린카드의 정의를 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,9) 그린카드의 정의,"’22년 조사에서는 ‘친환경 제품 구매, 대중교통 이용, 에너지 절약 등 친환경 소비활동 시 포인트가 적립되는 카드’가 49.5%로 가장 많이 꼽혔다.",2023년 인지도조사 결과보고서.pdf,31,32,high,,<그림 3-13> 그린카드의 정의 / <표 3-11> 그린카드의 정의
친환경제품_관심도,친환경제품 관심도,환경 인식,2023,관심 있음(다소+매우),84.8,%,1000,False,친환경제품에 대한 관심 정도를 묻는 문항,1. 환경 및 친환경제품에 대한 인식,10) 친환경제품 관심도,‘22년 대비 ‘관심 있음’ 응답 비율이 1.1%p 상승함,2023년 인지도조사 결과보고서.pdf,32,33,high,,<그림 3-14> 친환경제품 관심도 / <표 3-12> 친환경제품 관심도
친환경제품_관심도,친환경제품 관심도,환경 인식,2023,관심 없음(별로+전혀),15.2,%,1000,False,친환경제품에 대한 관심 정도를 묻는 문항,1. 환경 및 친환경제품에 대한 인식,10) 친환경제품 관심도,‘22년 대비 ‘관심 있음’ 응답 비율이 1.1%p 상승함,2023년 인지도조사 결과보고서.pdf,32,33,high,,<그림 3-14> 친환경제품 관심도 / <표 3-12> 친환경제품 관심도
녹색제품_인지도,녹색제품 인지도,환경 인식,2023,인지(잘 알고 있다+조금 알고 있다),51.7,%,1000,False,녹색제품에 대해 얼마나 알고 있는지 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,11) 녹색제품 인지도,‘22년 대비 ‘인지’ 응답 비율이 9.6%p 상승함,2023년 인지도조사 결과보고서.pdf,33,34,high,,<그림 3-15> 녹색제품 인지도 / <표 3-13> 녹색제품 인지도
녹색제품_인지도,녹색제품 인지도,환경 인식,2023,비인지(들어본 적은 있다+전혀 모른다/처음 들어본다),48.3,%,1000,False,녹색제품에 대해 얼마나 알고 있는지 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,11) 녹색제품 인지도,‘22년 대비 ‘인지’ 응답 비율이 9.6%p 상승함,2023년 인지도조사 결과보고서.pdf,33,34,high,,<그림 3-15> 녹색제품 인지도 / <표 3-13> 녹색제품 인지도
녹색제품_최고인지제품,녹색제품 중 가장 잘 아는 인증제품,환경 인식,2023,환경표지제품,54.9,%,1000,False,다음 3가지 녹색제품 중 가장 잘 알고 있는 인증제품이 무엇인지 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,12) 녹색제품 중 가장 높은 인지도의 인증제품,"’22년 조사에서 환경표지제품이 66.4%로 가장 높았으며, ’23년에는 54.9%로 11.5%p 하락했다.",2023년 인지도조사 결과보고서.pdf,34,35,high,,<그림 3-16> 녹색제품 중 가장 높은 인지도의 인증제품 / <표 3-14> 녹색제품 중 가장 높은 인지도의 인증제품
녹색제품_최고인지제품,녹색제품 중 가장 잘 아는 인증제품,환경 인식,2023,저탄소제품,27.4,%,1000,False,다음 3가지 녹색제품 중 가장 잘 알고 있는 인증제품이 무엇인지 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,12) 녹색제품 중 가장 높은 인지도의 인증제품,"’22년 조사에서 환경표지제품이 66.4%로 가장 높았으며, ’23년에는 54.9%로 11.5%p 하락했다.",2023년 인지도조사 결과보고서.pdf,34,35,high,,<그림 3-16> 녹색제품 중 가장 높은 인지도의 인증제품 / <표 3-14> 녹색제품 중 가장 높은 인지도의 인증제품
녹색제품_최고인지제품,녹색제품 중 가장 잘 아는 인증제품,환경 인식,2023,우수재활용제품,7.2,%,1000,False,다음 3가지 녹색제품 중 가장 잘 알고 있는 인증제품이 무엇인지 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,12) 녹색제품 중 가장 높은 인지도의 인증제품,"’22년 조사에서 환경표지제품이 66.4%로 가장 높았으며, ’23년에는 54.9%로 11.5%p 하락했다.",2023년 인지도조사 결과보고서.pdf,34,35,high,,<그림 3-16> 녹색제품 중 가장 높은 인지도의 인증제품 / <표 3-14> 녹색제품 중 가장 높은 인지도의 인증제품
녹색제품_최고인지제품,녹색제품 중 가장 잘 아는 인증제품,환경 인식,2023,3가지 녹색제품 모두 모른다,10.6,%,1000,False,다음 3가지 녹색제품 중 가장 잘 알고 있는 인증제품이 무엇인지 묻는 문항이다.,1. 환경 및 친환경제품에 대한 인식,12) 녹색제품 중 가장 높은 인지도의 인증제품,"’22년 조사에서 환경표지제품이 66.4%로 가장 높았으며, ’23년에는 54.9%로 11.5%p 하락했다.",2023년 인지도조사 결과보고서.pdf,34,35,high,,<그림 3-16> 녹색제품 중 가장 높은 인지도의 인증제품 / <표 3-14> 녹색제품 중 가장 높은 인지도의 인증제품
친환경제품_구매경험,친환경제품 구매경험,구매 경험,2023,있다,65.8,%,1000,False,친환경제품(녹색제품 포함) 구매 경험 여부를 묻는 문항,1. 환경 및 친환경제품에 대한 인식,13) 친환경제품(녹색제품 포함) 구매 경험,‘22년 조사 결과 대비 구매 경험률이 9.4%p 하락함,2023년 인지도조사 결과보고서.pdf,35,36,high,,<그림 3-17> 친환경제품(녹색제품 포함) 구매 경험 / <표 3-15> 친환경제품(녹색제품 포함) 구매 경험
친환경제품_구매경험,친환경제품 구매경험,구매 경험,2023,없다,34.2,%,1000,False,친환경제품(녹색제품 포함) 구매 경험 여부를 묻는 문항,1. 환경 및 친환경제품에 대한 인식,13) 친환경제품(녹색제품 포함) 구매 경험,‘22년 조사 결과 대비 구매 경험률이 9.4%p 하락함,2023년 인지도조사 결과보고서.pdf,35,36,high,,<그림 3-17> 친환경제품(녹색제품 포함) 구매 경험 / <표 3-15> 친환경제품(녹색제품 포함) 구매 경험
친환경제품_구매경험제품,구매 경험이 있는 친환경제품 종류,구매 경험,2023,"친환경 농산물인 야채, 과일 등",67.5,%,658,True,구매 경험이 있는 친환경제품(녹색제품 포함)의 종류를 모두 묻는 문항,1. 환경 및 친환경제품에 대한 인식,14) 구매경험 있는 친환경제품(녹색제품 포함),"’22년 조사에서도 친환경 농산물인 야채, 과일 등’의 구매 경험률이 가장 높았음(63.8%).",2023년 인지도조사 결과보고서.pdf,36,37,high,,<그림 3-18> 구매경험 있는 친환경제품(녹색제품 포함) / <표 3-16> 구매경험 있는 친환경제품(녹색제품 포함)(복수응답)
